Purchase{id=1, person=Person{imie='Marsh', nazwisko='Polon', email='mpolon0@google.de', ip='155.43.28.214'}, car=Car{color='#255a97', vin='3D7TT2HT8BG370793', company='Chevrolet', model='Cobalt', model_year='2006', price=67487.58}, localization=Localization[country='Czech Republic', city='Bořetice'], date=2020-09-03}
Purchase{id=551, person=Person{imie='Guinna', nazwisko='Cottem', email='gcottemfa@wisc.edu', ip='188.196.159.186'}, car=Car{color='#5e3a20', vin='1C4RJEAG5FC461635', company='MINI', model='Cooper', model_year='2011', price=1568.56}, localization=Localization[country='Czech Republic', city='Čáslav'], date=2020-05-10}
Purchase{id=552, person=Person{imie='Winnie', nazwisko='Pattisson', email='wpattissonfb@pagesperso-orange.fr', ip='209.52.195.203'}, car=Car{color='#a77a7f', vin='5GAKVCKD2DJ389334', company='Chrysler', model='Concorde', model_year='1995', price=27196.08}, localization=Localization[country='Czech Republic', city='Nýdek'], date=2020-05-29}
Purchase{id=553, person=Person{imie='Faythe', nazwisko='Shenton', email='fshentonfc@archive.org', ip='140.12.228.183'}, car=Car{color='#07291f', vin='WBASP2C56CC901204', company='Mercury', model='Mariner', model_year='2006', price=53006.62}, localization=Localization[country='Poland', city='Gołkowice'], date=2020-09-04}
Purchase{id=554, person=Person{imie='Cosme', nazwisko='Boutellier', email='cboutellierfd@google.cn', ip='104.31.181.213'}, car=Car{color='#b40105', vin='SALFR2BGXFH274153', company='Volkswagen', model='Jetta', model_year='1984', price=92236.98}, localization=Localization[country='Poland', city='Besko'], date=2020-11-23}
Purchase{id=555, person=Person{imie='Ikey', nazwisko='Lufkin', email='ilufkinfe@vk.com', ip='161.245.102.21'}, car=Car{color='#907989', vin='WAUDL94FX5N216148', company='Land Rover', model='Range Rover Sport', model_year='2010', price=60212.16}, localization=Localization[country='Poland', city='Krotoszyn'], date=2020-02-10}
Purchase{id=556, person=Person{imie='Pam', nazwisko='O Mullen', email='pomullenff@forbes.com', ip='155.132.250.101'}, car=Car{color='#d4a7c5', vin='SALFP2BN7AH202646', company='Chevrolet', model='Express 3500', model_year='2003', price=68251.53}, localization=Localization[country='Germany', city='München'], date=2020-11-30}
Purchase{id=557, person=Person{imie='Lolly', nazwisko='Waadenburg', email='lwaadenburgfg@nymag.com', ip='61.50.110.80'}, car=Car{color='#10eaf3', vin='3VW8S7AT0FM916890', company='Toyota', model='Tacoma', model_year='2000', price=9305.26}, localization=Localization[country='Czech Republic', city='Dobříš'], date=2020-11-26}
Purchase{id=558, person=Person{imie='Kimmi', nazwisko='Bausor', email='kbausorfh@economist.com', ip='134.174.249.133'}, car=Car{color='#34de8d', vin='WBABD33495J025040', company='Dodge', model='Ram Van 1500', model_year='1999', price=27569.23}, localization=Localization[country='Poland', city='Gorzów Wielkopolski'], date=2020-12-17}
Purchase{id=559, person=Person{imie='Antoine', nazwisko='Lynnitt', email='alynnittfi@dyndns.org', ip='91.125.49.240'}, car=Car{color='#8c25fa', vin='5UXZV4C5XBL433882', company='Spyker', model='C8 Double 12 S', model_year='2006', price=96561.56}, localization=Localization[country='Poland', city='Golina'], date=2020-08-13}
Purchase{id=560, person=Person{imie='Alejoa', nazwisko='Poveleye', email='apoveleyefj@discovery.com', ip='165.67.52.40'}, car=Car{color='#ea79fa', vin='3C4PDDEG9FT460043', company='Hyundai', model='Azera', model_year='2008', price=11607.56}, localization=Localization[country='Poland', city='Złoty Stok'], date=2020-12-02}
Purchase{id=561, person=Person{imie='Vida', nazwisko='Edmondson', email='vedmondsonfk@rediff.com', ip='35.83.237.87'}, car=Car{color='#3265ac', vin='WAUKF78E18A879883', company='Subaru', model='Forester', model_year='2010', price=93179.89}, localization=Localization[country='Germany', city='Hanau'], date=2020-02-08}
Purchase{id=562, person=Person{imie='Jacquelin', nazwisko='McKinney', email='jmckinneyfl@jigsy.com', ip='85.146.20.156'}, car=Car{color='#ec49b2', vin='1C3CCBCG8EN195241', company='Morgan', model='Aero 8', model_year='2008', price=70172.03}, localization=Localization[country='Germany', city='Berlin'], date=2020-11-17}
Purchase{id=563, person=Person{imie='Florinda', nazwisko='Maier', email='fmaierfm@economist.com', ip='147.254.125.182'}, car=Car{color='#d10a8b', vin='1FA6P8AM6F5627941', company='Mercury', model='Sable', model_year='2001', price=37903.44}, localization=Localization[country='Poland', city='Kokotów'], date=2020-07-13}
Purchase{id=564, person=Person{imie='Paten', nazwisko='Daws', email='pdawsfn@xing.com', ip='214.18.241.80'}, car=Car{color='#acf264', vin='JA4AP3AUXBZ849001', company='Pontiac', model='Grand Prix', model_year='1990', price=51170.69}, localization=Localization[country='Poland', city='Ursus'], date=2020-12-09}
Purchase{id=565, person=Person{imie='Wenonah', nazwisko='Goundry', email='wgoundryfo@dropbox.com', ip='146.22.89.181'}, car=Car{color='#f9fbdc', vin='1G4GC5EG8AF688929', company='Dodge', model='Dakota', model_year='1993', price=94078.77}, localization=Localization[country='Poland', city='Suraż'], date=2020-12-25}
Purchase{id=566, person=Person{imie='Edmon', nazwisko='Brennon', email='ebrennonfp@auda.org.au', ip='181.101.27.121'}, car=Car{color='#fc8cc5', vin='5UXFA53502L717428', company='Toyota', model='Corolla', model_year='1999', price=69632.55}, localization=Localization[country='Germany', city='Wiesbaden'], date=2020-09-04}
Purchase{id=567, person=Person{imie='Maye', nazwisko='Seally', email='mseallyfq@exblog.jp', ip='55.34.149.55'}, car=Car{color='#6a59fa', vin='5FRYD3H64EB608631', company='Ford', model='Freestyle', model_year='2005', price=85917.70}, localization=Localization[country='Czech Republic', city='Mýto'], date=2020-12-18}
Purchase{id=568, person=Person{imie='Jeannette', nazwisko='Crone', email='jcronefr@netvibes.com', ip='102.34.4.226'}, car=Car{color='#0946c6', vin='JN8AZ2KR4DT722324', company='Saab', model='9-5', model_year='2006', price=81185.71}, localization=Localization[country='Poland', city='Ojrzeń'], date=2020-06-17}
Purchase{id=569, person=Person{imie='Corilla', nazwisko='Bigmore', email='cbigmorefs@free.fr', ip='162.5.54.22'}, car=Car{color='#bb2689', vin='WBA3B9G5XEN164490', company='Toyota', model='Solara', model_year='2004', price=76247.84}, localization=Localization[country='Czech Republic', city='Ždánice'], date=2020-05-10}
Purchase{id=570, person=Person{imie='Berte', nazwisko='Mintoft', email='bmintoftft@dailymotion.com', ip='165.131.241.157'}, car=Car{color='#3a6cec', vin='WBSBL93434J945312', company='Honda', model='Passport', model_year='1996', price=68602.70}, localization=Localization[country='Poland', city='Chybie'], date=2020-05-18}
Purchase{id=571, person=Person{imie='Sisely', nazwisko='Burhouse', email='sburhousefu@reference.com', ip='149.89.251.104'}, car=Car{color='#c7a906', vin='WUAW2AFC2FN180690', company='Chrysler', model='Aspen', model_year='2008', price=43763.08}, localization=Localization[country='Poland', city='Dukla'], date=2020-01-13}
Purchase{id=572, person=Person{imie='Antonius', nazwisko='Whibley', email='awhibleyfv@about.com', ip='133.222.186.221'}, car=Car{color='#b02d9c', vin='JN1AY1AP4BM053118', company='Porsche', model='Boxster', model_year='1998', price=59274.97}, localization=Localization[country='Poland', city='Jednorożec'], date=2020-10-15}
Purchase{id=573, person=Person{imie='Charin', nazwisko='Gotch', email='cgotchfw@topsy.com', ip='31.126.90.122'}, car=Car{color='#ac04c6', vin='WVWED7AJ9DW454308', company='Cadillac', model='Escalade', model_year='2006', price=59530.40}, localization=Localization[country='Czech Republic', city='Hostomice'], date=2020-12-08}
Purchase{id=574, person=Person{imie='Alessandra', nazwisko='Cloke', email='aclokefx@slashdot.org', ip='212.223.187.227'}, car=Car{color='#48e196', vin='5XXGM4A75EG929645', company='Nissan', model='Altima', model_year='2000', price=55524.45}, localization=Localization[country='Poland', city='Rudziczka'], date=2020-01-09}
Purchase{id=575, person=Person{imie='Derek', nazwisko='Fell', email='dfellfy@odnoklassniki.ru', ip='68.239.166.160'}, car=Car{color='#284e74', vin='WAUAF78E57A216018', company='Cadillac', model='Escalade EXT', model_year='2012', price=4916.34}, localization=Localization[country='Czech Republic', city='Vřesina'], date=2020-06-03}
Purchase{id=576, person=Person{imie='Florrie', nazwisko='Hayesman', email='fhayesmanfz@multiply.com', ip='32.194.206.72'}, car=Car{color='#e3ba22', vin='WBA3B1G56EN934993', company='Dodge', model='Grand Caravan', model_year='1995', price=18931.15}, localization=Localization[country='Poland', city='Smolec'], date=2020-02-05}
Purchase{id=577, person=Person{imie='Donn', nazwisko='Mayall', email='dmayallg0@youtu.be', ip='184.114.66.129'}, car=Car{color='#3b59b0', vin='WVWED7AJ0BW841410', company='Oldsmobile', model='Silhouette', model_year='1992', price=41257.28}, localization=Localization[country='Germany', city='Berlin'], date=2020-04-27}
Purchase{id=578, person=Person{imie='Bianka', nazwisko='Dunford', email='bdunfordg1@is.gd', ip='252.215.226.204'}, car=Car{color='#f715db', vin='WAUKH94F07N082312', company='Mitsubishi', model='Mirage', model_year='1993', price=23504.15}, localization=Localization[country='Poland', city='Lubasz'], date=2020-02-09}
Purchase{id=579, person=Person{imie='Delcine', nazwisko='Cottisford', email='dcottisfordg2@java.com', ip='233.202.63.210'}, car=Car{color='#f1e5f3', vin='3N1AB6AP7CL730351', company='Fiat', model='Nuova 500', model_year='2012', price=66508.75}, localization=Localization[country='Poland', city='Sieroszewice'], date=2020-07-10}
Purchase{id=580, person=Person{imie='Ulrika', nazwisko='Wroughton', email='uwroughtong3@tuttocitta.it', ip='141.163.147.147'}, car=Car{color='#ce965e', vin='WAUMR44E66N492420', company='Nissan', model='200SX', model_year='1998', price=41834.99}, localization=Localization[country='Czech Republic', city='Okrouhlice'], date=2020-06-06}
Purchase{id=581, person=Person{imie='Mackenzie', nazwisko='McLennan', email='mmclennang4@boston.com', ip='251.49.137.21'}, car=Car{color='#12355c', vin='5GAKRBED5CJ399638', company='Volkswagen', model='Cabriolet', model_year='1987', price=48813.62}, localization=Localization[country='Poland', city='Osięciny'], date=2020-02-09}
Purchase{id=582, person=Person{imie='Padraig', nazwisko='Porritt', email='pporrittg5@livejournal.com', ip='238.12.135.122'}, car=Car{color='#0e06db', vin='3VWKX7AJ8AM222365', company='Subaru', model='Justy', model_year='1988', price=38207.69}, localization=Localization[country='Czech Republic', city='Sokolnice'], date=2020-03-12}
Purchase{id=583, person=Person{imie='Jasun', nazwisko='Bonifazio', email='jbonifaziog6@sphinn.com', ip='146.65.47.44'}, car=Car{color='#db706c', vin='KL4CJFSB1FB385085', company='Chevrolet', model='Sportvan G30', model_year='1995', price=68095.63}, localization=Localization[country='Czech Republic', city='Studená'], date=2020-12-13}
Purchase{id=584, person=Person{imie='Noah', nazwisko='Birnie', email='nbirnieg7@taobao.com', ip='18.28.201.56'}, car=Car{color='#2b1b7f', vin='WVWBN7AN0FE116582', company='Bentley', model='Azure', model_year='2010', price=16032.57}, localization=Localization[country='Poland', city='Koronowo'], date=2020-10-01}
Purchase{id=585, person=Person{imie='Dagny', nazwisko='Jinks', email='djinksg8@vistaprint.com', ip='82.122.109.56'}, car=Car{color='#693127', vin='5NPDH4AE0BH046817', company='Ford', model='Econoline E250', model_year='1994', price=20678.02}, localization=Localization[country='Czech Republic', city='Všenory'], date=2020-06-05}
Purchase{id=586, person=Person{imie='Cyndie', nazwisko='Leirmonth', email='cleirmonthg9@google.com', ip='9.150.234.15'}, car=Car{color='#e1dee0', vin='3VW1K7AJ3FM479922', company='Ford', model='Econoline E150', model_year='2000', price=60157.99}, localization=Localization[country='Czech Republic', city='Chrást'], date=2020-12-15}
Purchase{id=587, person=Person{imie='Neale', nazwisko='Renney', email='nrenneyga@bbb.org', ip='73.35.133.164'}, car=Car{color='#c73a8d', vin='SCFEBBCF5CG362138', company='Plymouth', model='Voyager', model_year='1997', price=77905.52}, localization=Localization[country='Czech Republic', city='Dolní Cerekev'], date=2020-10-29}
Purchase{id=588, person=Person{imie='Genny', nazwisko='Le Provest', email='gleprovestgb@soup.io', ip='145.144.114.219'}, car=Car{color='#4a6be3', vin='JH4NA12625S579545', company='Jeep', model='Wrangler', model_year='2008', price=61759.51}, localization=Localization[country='Poland', city='Wijewo'], date=2020-10-27}
Purchase{id=589, person=Person{imie='Isidor', nazwisko='Yellowlea', email='iyellowleagc@ucoz.com', ip='151.112.41.48'}, car=Car{color='#6d0aee', vin='WBSKG9C59CE840763', company='GMC', model='Safari', model_year='1998', price=51305.64}, localization=Localization[country='Poland', city='Dolsk'], date=2020-04-22}
Purchase{id=590, person=Person{imie='Hammad', nazwisko='Adamini', email='hadaminigd@narod.ru', ip='173.136.41.129'}, car=Car{color='#1db8b0', vin='5N1AN0NU9BC028216', company='Kia', model='Spectra', model_year='2000', price=43602.19}, localization=Localization[country='Poland', city='Trablice'], date=2020-02-11}
Purchase{id=591, person=Person{imie='Kristina', nazwisko='Issard', email='kissardge@desdev.cn', ip='80.111.98.192'}, car=Car{color='#4342eb', vin='3LN6L2G92DR496597', company='Chevrolet', model='Silverado 2500', model_year='2003', price=72526.32}, localization=Localization[country='Poland', city='Bujaków'], date=2020-12-13}
Purchase{id=592, person=Person{imie='Lewes', nazwisko='Tyght', email='ltyghtgf@cnet.com', ip='16.40.31.102'}, car=Car{color='#b9ddee', vin='1N6AF0KXXEN623632', company='GMC', model='Savana 3500', model_year='2005', price=11530.76}, localization=Localization[country='Poland', city='Koszarawa'], date=2020-04-22}
Purchase{id=593, person=Person{imie='Todd', nazwisko='Spieck', email='tspieckgg@prnewswire.com', ip='26.10.117.78'}, car=Car{color='#95c552', vin='1G4GG5E39DF428822', company='Infiniti', model='FX', model_year='2010', price=46100.27}, localization=Localization[country='Poland', city='Trzciana'], date=2020-04-05}
Purchase{id=594, person=Person{imie='Thorndike', nazwisko='Trime', email='ttrimegh@360.cn', ip='113.224.77.1'}, car=Car{color='#c15345', vin='3D73M3CL6AG095899', company='Chevrolet', model='HHR', model_year='2008', price=5298.14}, localization=Localization[country='Czech Republic', city='Valdice'], date=2020-10-31}
Purchase{id=595, person=Person{imie='Uta', nazwisko='Stych', email='ustychgi@amazonaws.com', ip='87.95.129.26'}, car=Car{color='#abcf0d', vin='WA1UFAFL7FA845805', company='Aptera', model='Typ-1', model_year='2008', price=24570.34}, localization=Localization[country='Czech Republic', city='Vrdy'], date=2020-12-15}
Purchase{id=596, person=Person{imie='Bartholemy', nazwisko='Janecki', email='bjaneckigj@soup.io', ip='80.40.247.222'}, car=Car{color='#8fbd26', vin='5GADV23177D503502', company='Suzuki', model='Sidekick', model_year='1997', price=69918.56}, localization=Localization[country='Poland', city='Chruszczobród'], date=2020-04-02}
Purchase{id=597, person=Person{imie='Arabele', nazwisko='Leblanc', email='aleblancgk@hp.com', ip='3.219.16.92'}, car=Car{color='#30b9d0', vin='1G4GA5GR5CF949859', company='Ford', model='Crown Victoria', model_year='2006', price=31058.64}, localization=Localization[country='Poland', city='Czarna Woda'], date=2020-02-25}
Purchase{id=598, person=Person{imie='Leigh', nazwisko='Eck', email='leckgl@amazon.co.jp', ip='57.73.32.252'}, car=Car{color='#100a86', vin='19UUA568X3A052339', company='Suzuki', model='Swift', model_year='2005', price=36333.27}, localization=Localization[country='Poland', city='Głuchów'], date=2020-10-20}
Purchase{id=599, person=Person{imie='Kippy', nazwisko='Schermick', email='kschermickgm@paypal.com', ip='106.225.188.88'}, car=Car{color='#55569e', vin='WAUVC58E03A629585', company='Porsche', model='Cayenne', model_year='2011', price=99706.01}, localization=Localization[country='Czech Republic', city='Trmice'], date=2020-08-23}
Purchase{id=600, person=Person{imie='Ezekiel', nazwisko='Morriarty', email='emorriartygn@xinhuanet.com', ip='196.126.238.57'}, car=Car{color='#eedad0', vin='1C3CDZCB9DN297799', company='Hyundai', model='Azera', model_year='2008', price=18203.75}, localization=Localization[country='Czech Republic', city='Habry'], date=2020-10-20}
Purchase{id=601, person=Person{imie='Erasmus', nazwisko='Peschke', email='epeschkego@google.es', ip='29.143.142.85'}, car=Car{color='#4636e3', vin='WAUWFBFLXBA009224', company='BMW', model='M5', model_year='2001', price=78384.64}, localization=Localization[country='Poland', city='Michałów-Reginów'], date=2020-09-19}
Purchase{id=602, person=Person{imie='Merrill', nazwisko='Ault', email='maultgp@pagesperso-orange.fr', ip='52.158.43.233'}, car=Car{color='#17f924', vin='3VWC17AU5FM660946', company='Pontiac', model='LeMans', model_year='1990', price=81005.80}, localization=Localization[country='Poland', city='Czerwonak'], date=2020-11-29}
Purchase{id=603, person=Person{imie='Kristy', nazwisko='Sitford', email='ksitfordgq@usnews.com', ip='179.200.118.74'}, car=Car{color='#e81465', vin='1GYS3NKJ7FR439777', company='Kia', model='Rio', model_year='2003', price=41335.71}, localization=Localization[country='Poland', city='Barlinek'], date=2020-10-12}
Purchase{id=604, person=Person{imie='Gabriela', nazwisko='Mourant', email='gmourantgr@weebly.com', ip='210.52.131.112'}, car=Car{color='#0fbd48', vin='2D4RN5D19AR043111', company='GMC', model='Suburban 2500', model_year='1993', price=84627.60}, localization=Localization[country='Czech Republic', city='Bílovice'], date=2020-04-07}
Purchase{id=605, person=Person{imie='Trudy', nazwisko='Spileman', email='tspilemangs@intel.com', ip='148.13.200.73'}, car=Car{color='#05ec4f', vin='3D4PH5FV3AT019091', company='Chevrolet', model='1500', model_year='1993', price=60357.78}, localization=Localization[country='Czech Republic', city='Toužim'], date=2020-09-26}
Purchase{id=606, person=Person{imie='Joel', nazwisko='Biddell', email='jbiddellgt@is.gd', ip='30.138.171.71'}, car=Car{color='#8dd2f0', vin='WAUJC68EX3A565219', company='Ford', model='F-Series', model_year='1986', price=79599.82}, localization=Localization[country='Poland', city='Rudna Mała'], date=2020-06-28}
Purchase{id=607, person=Person{imie='Thaxter', nazwisko='Wignall', email='twignallgu@unblog.fr', ip='200.190.196.243'}, car=Car{color='#b11a14', vin='WBABS534X2E025988', company='Dodge', model='Ram Wagon B250', model_year='1994', price=47066.16}, localization=Localization[country='Poland', city='Ursynów'], date=2020-05-10}
Purchase{id=608, person=Person{imie='Niki', nazwisko='Ramshay', email='nramshaygv@buzzfeed.com', ip='202.36.11.136'}, car=Car{color='#2f46a1', vin='JTMHY7AJ8E4324454', company='Mercedes-Benz', model='R-Class', model_year='2006', price=19967.40}, localization=Localization[country='Czech Republic', city='Sviadnov'], date=2020-06-10}
Purchase{id=609, person=Person{imie='Alvera', nazwisko='Cramb', email='acrambgw@skype.com', ip='7.131.206.57'}, car=Car{color='#b86be5', vin='1ZVBP8JS2A5298474', company='Dodge', model='Avenger', model_year='2010', price=54174.33}, localization=Localization[country='Poland', city='Humniska'], date=2020-03-11}
Purchase{id=610, person=Person{imie='Patric', nazwisko='Ashplant', email='pashplantgx@google.co.uk', ip='23.95.113.111'}, car=Car{color='#3ac540', vin='1ZVBP8AM9B5221071', company='Kia', model='Sedona', model_year='2003', price=75400.69}, localization=Localization[country='Poland', city='Obryte'], date=2020-05-02}
Purchase{id=611, person=Person{imie='Don', nazwisko='Nuemann', email='dnuemanngy@rediff.com', ip='208.98.91.86'}, car=Car{color='#3c0bc2', vin='1G4HP52KX4U461274', company='Mercedes-Benz', model='S-Class', model_year='2008', price=80139.84}, localization=Localization[country='Germany', city='Hamburg'], date=2020-10-03}
Purchase{id=612, person=Person{imie='Nolly', nazwisko='Tumioto', email='ntumiotogz@ucsd.edu', ip='38.38.75.193'}, car=Car{color='#a7c9f9', vin='WAUVKAFR2AA363940', company='Volkswagen', model='New Beetle', model_year='2008', price=6531.54}, localization=Localization[country='Poland', city='Maszkienice'], date=2020-12-26}
Purchase{id=613, person=Person{imie='Shayne', nazwisko='Angelo', email='sangeloh0@nationalgeographic.com', ip='57.102.188.37'}, car=Car{color='#41087a', vin='1G6KS54Y31U403967', company='GMC', model='2500 Club Coupe', model_year='1992', price=45723.16}, localization=Localization[country='Poland', city='Czarna Dąbrówka'], date=2020-07-16}
Purchase{id=614, person=Person{imie='Ferdinand', nazwisko='Wethered', email='fwetheredh1@php.net', ip='108.5.13.188'}, car=Car{color='#08ea45', vin='WBADT53492C781846', company='Cadillac', model='DeVille', model_year='1993', price=3635.44}, localization=Localization[country='Czech Republic', city='Řehlovice'], date=2020-03-01}
Purchase{id=615, person=Person{imie='Ewart', nazwisko='Beatey', email='ebeateyh2@baidu.com', ip='89.246.110.48'}, car=Car{color='#ac0d64', vin='3D7TT2HT6AG705239', company='Ford', model='Ranger', model_year='2002', price=68096.90}, localization=Localization[country='Czech Republic', city='Žitenice'], date=2020-12-20}
Purchase{id=616, person=Person{imie='Early', nazwisko='Fury', email='efuryh3@adobe.com', ip='160.189.87.14'}, car=Car{color='#9b18ac', vin='WBA4A7C58FG184938', company='Nissan', model='Pathfinder Armada', model_year='2004', price=96775.20}, localization=Localization[country='Poland', city='Mosty'], date=2020-02-24}
Purchase{id=617, person=Person{imie='Fancy', nazwisko='Hooban', email='fhoobanh4@mail.ru', ip='139.13.220.142'}, car=Car{color='#3c6447', vin='3GYFNDEY9AS621629', company='Ford', model='Mustang', model_year='1997', price=63872.86}, localization=Localization[country='Poland', city='Błaszki'], date=2020-04-17}
Purchase{id=618, person=Person{imie='Violet', nazwisko='Dartnell', email='vdartnellh5@admin.ch', ip='26.169.145.212'}, car=Car{color='#2e61c7', vin='1G4HP54KX44137643', company='Chrysler', model='Concorde', model_year='2000', price=83447.00}, localization=Localization[country='Czech Republic', city='Březová'], date=2020-06-14}
Purchase{id=619, person=Person{imie='Salomo', nazwisko='Bolan', email='sbolanh6@businessweek.com', ip='61.146.197.221'}, car=Car{color='#ecb418', vin='3MZBM1L76EM215606', company='Oldsmobile', model='Achieva', model_year='1995', price=28345.66}, localization=Localization[country='Poland', city='Szczawnica'], date=2020-05-18}
Purchase{id=620, person=Person{imie='Dorene', nazwisko='Straughan', email='dstraughanh7@samsung.com', ip='212.170.85.153'}, car=Car{color='#87fccb', vin='1G6DG577090424744', company='Dodge', model='Dakota', model_year='2002', price=91294.44}, localization=Localization[country='Czech Republic', city='Lipov'], date=2020-01-20}
Purchase{id=621, person=Person{imie='Nolana', nazwisko='Semonin', email='nsemoninh8@scribd.com', ip='171.134.28.14'}, car=Car{color='#2287d9', vin='1G6DC8EY1B0437632', company='Nissan', model='Titan', model_year='2007', price=41050.28}, localization=Localization[country='Poland', city='Skrzydlna'], date=2020-12-08}
Purchase{id=622, person=Person{imie='Olive', nazwisko='Idell', email='oidellh9@ihg.com', ip='10.117.140.204'}, car=Car{color='#62ca37', vin='KNAFU6A29C5266574', company='Acura', model='RL', model_year='2010', price=19924.03}, localization=Localization[country='Poland', city='Sadowie'], date=2020-11-10}
Purchase{id=623, person=Person{imie='Berny', nazwisko='Moreno', email='bmorenoha@google.com', ip='212.238.28.154'}, car=Car{color='#ec0915', vin='JN8AE2KP6E9204806', company='Pontiac', model='Grand Prix', model_year='1974', price=75406.97}, localization=Localization[country='Poland', city='Mosina'], date=2020-05-29}
Purchase{id=624, person=Person{imie='Danica', nazwisko='Herion', email='dherionhb@google.es', ip='237.229.127.126'}, car=Car{color='#c92c1b', vin='WAUAF78E48A769308', company='Nissan', model='Pathfinder', model_year='1998', price=60327.03}, localization=Localization[country='Denmark', city='Frederiksberg'], date=2020-11-14}
Purchase{id=625, person=Person{imie='Bradley', nazwisko='Plomer', email='bplomerhc@gmpg.org', ip='134.131.92.164'}, car=Car{color='#dc7cfb', vin='WBAFR7C59CD430006', company='Mazda', model='RX-8', model_year='2010', price=62387.06}, localization=Localization[country='Poland', city='Gorzów Śląski'], date=2020-03-04}
Purchase{id=626, person=Person{imie='Gale', nazwisko='Cardon', email='gcardonhd@yolasite.com', ip='150.169.159.29'}, car=Car{color='#48db76', vin='WAUNF78P76A958955', company='Mitsubishi', model='Raider', model_year='2008', price=19402.45}, localization=Localization[country='Poland', city='Tarłów'], date=2020-07-28}
Purchase{id=627, person=Person{imie='Sigvard', nazwisko='Parratt', email='sparratthe@tripod.com', ip='125.92.157.168'}, car=Car{color='#cb6f24', vin='WAUXL68E44A133818', company='Mazda', model='Familia', model_year='1991', price=70021.37}, localization=Localization[country='Czech Republic', city='Petřvald'], date=2020-09-11}
Purchase{id=628, person=Person{imie='Goddart', nazwisko='Addeycott', email='gaddeycotthf@squidoo.com', ip='25.127.246.9'}, car=Car{color='#b4d7c6', vin='WP1AA2A2XCL587402', company='Audi', model='5000S', model_year='1987', price=62830.11}, localization=Localization[country='Czech Republic', city='Podolí'], date=2020-09-11}
Purchase{id=629, person=Person{imie='Elston', nazwisko='Perrygo', email='eperrygohg@homestead.com', ip='53.191.167.97'}, car=Car{color='#1568a9', vin='1G6AM5S31F0988575', company='Mitsubishi', model='Starion', model_year='1984', price=55346.91}, localization=Localization[country='Poland', city='Widuchowa'], date=2020-05-01}
Purchase{id=630, person=Person{imie='Mellicent', nazwisko='Sergent', email='msergenthh@howstuffworks.com', ip='176.43.113.212'}, car=Car{color='#46ac4e', vin='1ZVBP8JSXB5330203', company='BMW', model='760', model_year='2006', price=69781.42}, localization=Localization[country='Czech Republic', city='Černovice'], date=2020-07-11}
Purchase{id=631, person=Person{imie='Meghan', nazwisko='Blethin', email='mblethinhi@etsy.com', ip='254.104.196.107'}, car=Car{color='#fd9a0b', vin='SCBZK25E01C747487', company='Chevrolet', model='Express 3500', model_year='2009', price=81029.37}, localization=Localization[country='Czech Republic', city='Litvínovice'], date=2020-01-09}
Purchase{id=632, person=Person{imie='Si', nazwisko='Kinnerk', email='skinnerkhj@smugmug.com', ip='199.27.53.131'}, car=Car{color='#cae8ea', vin='WBAUP93528V957296', company='Dodge', model='Spirit', model_year='1992', price=62428.34}, localization=Localization[country='Poland', city='Książki'], date=2020-04-10}
Purchase{id=633, person=Person{imie='Sam', nazwisko='Rickeard', email='srickeardhk@adobe.com', ip='111.6.178.72'}, car=Car{color='#b7d7fa', vin='WAUHF68P86A769514', company='BMW', model='6 Series', model_year='2005', price=41179.80}, localization=Localization[country='Poland', city='Żabieniec'], date=2020-11-23}
Purchase{id=634, person=Person{imie='Mirna', nazwisko='Grainge', email='mgraingehl@ihg.com', ip='34.229.232.189'}, car=Car{color='#43e59c', vin='1FMJU1G56AE177147', company='Dodge', model='Ram Van B350', model_year='1992', price=68013.76}, localization=Localization[country='Germany', city='Hamburg'], date=2020-09-10}
Purchase{id=635, person=Person{imie='Helli', nazwisko='Atchly', email='hatchlyhm@hatena.ne.jp', ip='132.170.78.198'}, car=Car{color='#d965a1', vin='2HNYD18293H884663', company='Mercedes-Benz', model='SLK-Class', model_year='2011', price=69094.53}, localization=Localization[country='Poland', city='Kabaty'], date=2020-05-30}
Purchase{id=636, person=Person{imie='Tommy', nazwisko='Learmount', email='tlearmounthn@hud.gov', ip='181.185.37.107'}, car=Car{color='#ddd371', vin='3D4PG9FG3BT856677', company='BMW', model='M', model_year='2000', price=70022.09}, localization=Localization[country='Poland', city='Łobez'], date=2020-07-26}
Purchase{id=637, person=Person{imie='Leicester', nazwisko='Gamlyn', email='lgamlynho@twitter.com', ip='42.47.239.199'}, car=Car{color='#e0cd9d', vin='WBAVB73537P799707', company='Chevrolet', model='Aveo', model_year='2007', price=54181.97}, localization=Localization[country='Czech Republic', city='Tvrdonice'], date=2020-09-06}
Purchase{id=638, person=Person{imie='Lindsy', nazwisko='Hryniewicz', email='lhryniewiczhp@networksolutions.com', ip='104.138.155.29'}, car=Car{color='#d09206', vin='1C4PJLAK0CW888232', company='Suzuki', model='Swift', model_year='1988', price=70272.78}, localization=Localization[country='Poland', city='Brok'], date=2020-04-09}
Purchase{id=639, person=Person{imie='Padgett', nazwisko='Temlett', email='ptemletthq@diigo.com', ip='48.51.33.61'}, car=Car{color='#e66818', vin='3VW1K7AJ3CM656898', company='Volkswagen', model='Type 2', model_year='1986', price=42551.68}, localization=Localization[country='Czech Republic', city='Jedlová'], date=2020-10-25}
